Id,Exec,State,Variable,Link,DAG,Entities,Events,GAPS,Parsing,Write,Total
10,d2node,142.916545152664,11.7087690830231,3.71570611000061,7.66174125671387,2.28993201255798,22.241842508316,111.42901134491,328.977613925934,124.164079427719,460.622205495834
11,d2node,144.257674217224,12.1306879520416,3.75672030448914,7.52951383590698,2.32506203651428,22.2578642368317,111.467098474503,330.107127428055,126.361564159393,466.334724903107
12,d2node,144.228020191193,11.3821229934692,3.73590397834778,7.90810370445251,2.36864686012268,22.7821571826935,109.341222524643,328.175757884979,123.795170783997,460.906014442444
13,d2node,140.959321022034,10.8478817939758,3.84072709083557,7.73679757118225,2.44328474998474,22.6055653095245,112.292929887772,327.68657875061,125.921565532684,462.866832017899
14,d2node,143.285109758377,12.5088233947754,3.81555604934692,7.55786180496216,2.31550455093384,26.4253363609314,109.94979095459,332.58775806427,123.666233778,465.447773694992
15,d2node,139.337235212326,8.91399741172791,3.90087604522705,7.47603416442871,2.37000942230225,21.9881086349487,110.984334945679,321.562740087509,126.42857503891,455.272855520248
16,d2node,141.343221664429,8.44215130805969,3.97183656692505,7.03271222114563,2.15846085548401,22.8034453392029,111.437183380127,323.983901500702,123.704239845276,456.21698641777
17,d2node,144.33388543129,11.5908718109131,3.99359393119812,8.22258186340332,2.45246601104736,22.2033133506775,110.629102706909,330.790643930435,123.660983800888,463.54357790947
18,d2node,142.25931930542,10.6576282978058,3.67221808433533,7.6616108417511,2.23255324363708,22.1619985103607,111.569164037704,326.579000234604,127.211318254471,461.204962015152
19,d2node,144.102084875107,10.2623751163483,3.98240375518799,7.25035667419434,2.46086359024048,22.3907186985016,109.318331480026,326.04727935791,124.283607244492,461.218840360641
20,d2node,142.247078418732,10.8532292842865,3.92895746231079,7.37904262542725,2.35591602325439,22.5204384326935,111.277461767197,328.100008487701,128.845632076263,464.168441295624
21,d2node,142.48210144043,12.3676171302795,3.98057818412781,7.49373698234558,2.19300508499146,22.350252866745,108.485594511032,326.673214912415,126.957567691803,466.924694061279
22,d2node,143.208870887756,10.6276416778564,4.10791373252869,7.60590410232544,2.38104867935181,22.994485616684,112.753988742828,330.496738910675,124.43918967247,463.729390859604
23,d2node,141.742775678635,11.3574192523956,3.85291433334351,7.63227248191833,2.43446254730225,23.1479771137238,111.529350280762,328.245809793472,123.228464365005,459.062406778336
24,d2node,142.90586066246,10.437567949295,3.98442220687866,7.31712508201599,2.23511934280396,22.1088299751282,111.89782500267,327.410153388977,126.425299406052,461.086934089661
25,d2node,142.421869516373,10.6769576072693,3.78060531616211,7.90158748626709,2.4021999835968,22.3118188381195,112.355993270874,328.427765607834,125.996356010437,463.0153465271
26,d2node,140.553275585175,8.63438367843628,4.07956957817078,7.56164503097534,2.32839345932007,22.9632732868195,111.623979568481,324.893177270889,125.352124929428,457.64631152153
27,d2node,141.773837327957,11.305340051651,3.91727519035339,7.70660328865051,2.33199787139893,22.5631711483002,111.311701536179,328.803037643433,126.438579320908,465.174404382706
28,d2node,138.916559934616,11.7493886947632,3.67901372909546,7.65090870857239,2.32734632492065,22.2106852531433,112.030865430832,325.976202487946,124.863998413086,458.653929710388
0,d3node,120.2566883564,7.31465172767639,3.46061420440674,7.00430822372437,2.3952419757843,16.1558525562286,96.3080084323883,275.75372171402,103.592326402664,386.555946588516
1,d3node,118.792951345444,8.09161281585693,3.49101424217224,6.87893772125244,2.22985458374023,15.9251503944397,94.2537403106689,273.06151676178,104.002806425095,385.726752996445
2,d3node,120.464416265488,8.12744975090027,3.37901091575623,6.90987277030945,2.41768717765808,16.0431244373322,95.7895233631134,274.962213277817,101.583695888519,386.531335830688
3,d3node,117.774148464203,7.57178735733032,3.90969800949097,6.7024884223938,2.2897732257843,15.9105424880981,96.8459322452545,275.182434797287,102.363028049469,386.257721662521
4,d3node,118.564255714417,6.96635723114014,3.67276167869568,6.61719346046448,2.24721693992615,15.9890260696411,95.16783452034,272.106087207794,102.852626085281,383.374153375626
5,d3node,119.274129629135,6.95020151138306,3.37807750701904,6.62533521652222,2.21584582328796,15.7500305175781,95.3383347988129,273.715528249741,102.679688453674,386.735353708267
6,d3node,119.436904907227,6.98929929733276,3.42697262763977,6.93930292129517,2.21095395088196,15.795501947403,95.7984836101532,273.3506731987,103.348254203796,383.785686969757
7,d3node,119.083450317383,8.64474606513977,3.65786027908325,6.78135180473328,2.4984290599823,15.7082588672638,94.9726271629333,274.944857120514,104.073543310165,390.507765293121
8,d3node,119.877704143524,8.07506728172302,3.5208215713501,6.78389859199524,2.28710985183716,15.8442621231079,95.5997321605682,275.384896993637,103.979047775269,387.739862442017
9,d3node,116.268467664719,7.32525682449341,3.30258679389954,7.03331470489502,2.30473113059998,16.1053273677826,94.4692709445953,272.469418764114,102.168731451035,384.378010749817
10,d3node,119.988088607788,7.43243336677551,3.75472545623779,6.36322402954102,2.29147958755493,15.6790728569031,94.6480147838593,272.760602474213,101.42095375061,384.121428728104
11,d3node,118.981983184814,7.09552335739136,3.44406080245972,6.61890983581543,2.30757236480713,16.3847999572754,95.9088885784149,273.508440256119,105.330566644669,385.759552240372
12,d3node,117.83685874939,9.0376455783844,3.75109434127808,6.75609540939331,2.34280800819397,16.0460648536682,93.3676605224609,273.00994849205,101.180509090424,385.162092208862
13,d3node,119.800667047501,8.49849677085876,3.68289875984192,6.41934323310852,2.23570656776428,15.7726027965546,94.3180124759674,275.624980926514,103.012479066849,385.412120103836
14,d3node,119.744851827621,8.05598020553589,3.61631464958191,7.11522197723389,2.35703611373901,16.058333158493,93.7842173576355,275.108020067215,101.619706630707,383.846817016602
15,d3node,118.32558631897,7.72725367546082,3.29457712173462,6.70878577232361,2.30507969856262,16.0985021591187,95.3168129920959,272.357853412628,102.467178583145,381.713845014572
16,d3node,119.816083431244,6.88159513473511,3.79362773895264,6.69031476974487,2.35297131538391,15.4830987453461,95.3431270122528,273.200984239578,104.02580499649,387.094625234604
17,d3node,121.216156244278,7.48903870582581,3.40459632873535,6.65640592575073,2.23254251480103,15.8527340888977,96.0890352725983,276.57196855545,103.03534913063,387.511425733566
18,d3node,122.46179151535,8.20969605445862,3.59491896629333,6.90619826316833,2.38994121551514,15.8660428524017,95.7375717163086,278.467918157578,103.682991266251,392.373513221741
19,d3node,120.849548816681,6.91042613983154,3.56547093391418,6.86017966270447,2.27742886543274,15.7011041641235,96.2624144554138,275.060526132584,102.196452140808,383.950763702393
20,d3node,116.862209796906,7.60848093032837,3.38449716567993,6.9193274974823,2.34271788597107,15.6623556613922,94.6654586791992,270.260854721069,101.875339269638,381.355748653412
21,d3node,118.611493825912,7.0212504863739,3.57676029205322,6.22722673416138,2.22465801239014,15.5535297393799,93.7849996089935,269.871835708618,101.523183107376,377.88387131691
22,d3node,119.33797454834,6.90256595611572,3.62343168258667,6.68009352684021,2.40182948112488,16.0691149234772,95.1587383747101,273.484936714172,101.813911437988,382.64537358284
23,d3node,118.956244945526,6.97530031204224,3.29826688766479,6.84447884559631,2.22536063194275,16.3475558757782,95.1642968654633,273.922878742218,104.380871772766,385.391368150711
24,d3node,116.338661670685,7.51545310020447,3.32562017440796,6.89935564994812,2.27509450912476,15.8599119186401,95.7420945167542,272.126216650009,101.742948532104,387.639578580856
25,d3node,119.103308677673,6.88775229454041,3.31712436676025,6.91085457801819,2.36788463592529,15.8667869567871,95.3613483905792,273.028169393539,102.398795366287,386.770857572556
26,d3node,120.153451442719,6.81611180305481,3.73499631881714,6.4301438331604,2.21526885032654,15.9300439357758,94.4682085514069,273.023945569992,105.866851329803,385.329784393311
27,d3node,120.267720460892,6.74668574333191,3.47379803657532,6.82960534095764,2.30309438705444,15.9370670318604,95.7596273422241,274.886283636093,102.554361581802,386.658355474472
28,d3node,118.416384220123,7.66020202636719,3.65835762023926,6.99144673347473,2.40924406051636,16.2222330570221,95.9649279117584,275.768832445145,102.543960094452,385.60609793663
